"Id","DirName","Title","Size","DeletedDate","ItemType","ItemState","DeletedByName"
"40e170e5-652f-453b-acbd-2f4271dc3d17","sites/Shared/Lists/ReportingDept","Water Reclamation","240","2/7/2024 12:09:23 AM","ListItem","FirstStageRecycleBin","Art Malin"
"e8c2ad38-d558-4b3e-a590-d682e99aadf4","sites/Shared/Lists/ReportingDept","Water Operating","232","2/7/2024 12:09:22 AM","ListItem","FirstStageRecycleBin","Art Malin"
"1545ba4e-fe29-4cf4-863a-dd8ce6cf425f","sites/Shared/Lists/ReportingDept","Wastewater Operating","252","2/7/2024 12:09:21 AM","ListItem","FirstStageRecycleBin","Art Malin"
"6e414d5d-c779-451e-af35-a08f50cf2a6c","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis-Jan-23-2024-09-33-AM.xlsx","22351","1/23/2024 5:42:59 PM","File","FirstStageRecycleBin","Art Malin"
"3fbbf177-6a8d-4fce-ba7b-1be794430afb","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis-Jan-23-2024-09-17-AM.xlsx","44235","1/23/2024 5:33:14 PM","File","FirstStageRecycleBin","Art Malin"
"d4b43aeb-ac94-4db1-ab03-c3e4b2e37890","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis-Jan-22-2024-11-48-AM.xlsx","22333","1/22/2024 8:06:25 PM","File","FirstStageRecycleBin","Art Malin"
"52007128-234b-494e-85fa-06a5a2ca6d22","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis.xlsx","19224","1/22/2024 8:06:25 PM","File","FirstStageRecycleBin","Art Malin"
"239dcb41-b528-42e1-936a-96b43d097820","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis.xlsx","353844","1/22/2024 7:30:32 PM","File","FirstStageRecycleBin","Art Malin"
"b15f3069-6b9a-4bad-a29e-fb4d8373f9c8","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis.xlsx","132632","1/23/2024 5:42:59 PM","File","FirstStageRecycleBin","Art Malin"
"53d4e179-b219-476d-96c2-1a69c047ad88","sites/Shared/Reports","Users Monthly Email Traffic Analysis.xlsx","173761","1/22/2024 5:52:34 PM","File","FirstStageRecycleBin","Art Malin"
"6a1cb7c9-1bf5-4ef0-af20-02158163a2fe","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis.xlsx","49137","1/23/2024 5:49:00 PM","File","FirstStageRecycleBin","Art Malin"
"66ef2aed-2ffa-4b25-87e8-dc6348abfbaa","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis.xlsx","521692","2/7/2024 5:15:47 PM","File","FirstStageRecycleBin","Art Malin"
"0d7066f2-090d-4f84-9ae3-5a17ccc90162","sites/Shared/Shared Documents/Reports/Email","Users Monthly Email Traffic Analysis.xlsx","75469","1/22/2024 7:35:48 PM","File","FirstStageRecycleBin","Art Malin"
"0b7d8912-df12-403f-86bb-93bcea8806cd","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis-Jan-23-2024-09-33-AM.xlsx","21112","1/23/2024 5:43:00 PM","File","FirstStageRecycleBin","Art Malin"
"8dabf27c-05c1-4ca5-8622-14159269bf3c","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis-Jan-23-2024-09-17-AM.xlsx","41751","1/23/2024 5:33:14 PM","File","FirstStageRecycleBin","Art Malin"
"63662584-f1da-43f4-9c6b-0e29933ef46e","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis-Jan-22-2024-12-03-PM.csv","848081","1/23/2024 5:12:13 PM","File","FirstStageRecycleBin","Art Malin"
"404631a3-3678-4deb-a6ef-1d3c403653a9","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis-Jan-22-2024-12-03-PM.csv","359046","1/22/2024 8:06:25 PM","File","FirstStageRecycleBin","Art Malin"
"32864358-0e76-466d-8481-15f3ef73170c","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis-Jan-22-2024-11-48-AM.xlsx","16658","1/22/2024 8:06:25 PM","File","FirstStageRecycleBin","Art Malin"
"5423470a-cd20-4e7b-a3fa-89888045fa2d","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis.xlsx","243186","1/22/2024 7:30:32 PM","File","FirstStageRecycleBin","Art Malin"
"0f45ad25-d78a-44a2-a01d-125de8352d60","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis.xlsx","56803","1/22/2024 8:06:25 PM","File","FirstStageRecycleBin","Art Malin"
"f0dc5c55-c051-49d8-b23f-06e966e8e3e6","sites/Shared/Shared Documents/Reports/Email","Users Daily Email Traffic Analysis.xlsx","3026335","2/7/2024 5:15:46 PM","File","FirstStageRecycleBin","Art Malin"
